Player_ID,Player_Name,Team,Role,Age
P0057,Player_57,PBKS,Bowler,26
P0058,Player_58,GT,Wicket Keeper,24
P0059,Player_59,GT,Bowler,40
P0060,Player_60,SRH,Wicket Keeper,39
P0061,Player_61,RR,Wicket Keeper,34
P0062,Player_62,PBKS,Batsman,25
P0063,Player_63,KKR,Batsman,28
P0064,Player_64,RCB,Bowler,36
P0065,Player_65,KKR,Batsman,20
P0066,Player_66,RCB,Bowler,20
P0067,Player_67,RCB,All-Rounder,20
P0068,Player_68,GT,Bowler,26
P0069,Player_69,PBKS,Bowler,35
P0070,Player_70,CSK,Wicket Keeper,25
P0071,Player_71,PBKS,Wicket Keeper,24
P0072,Player_72,MI,Batsman,39
P0073,Player_73,DC,All-Rounder,31
P0074,Player_74,DC,Wicket Keeper,19
P0075,Player_75,MI,Batsman,30
P0076,Player_76,RR,Batsman,25
P0077,Player_77,KKR,Bowler,35
P0078,Player_78,PBKS,Bowler,31
P0079,Player_79,CSK,All-Rounder,32
P0080,Player_80,KKR,Batsman,32
P0081,Player_81,GT,Batsman,19
P0082,Player_82,GT,Batsman,20
P0083,Player_83,KKR,Bowler,31
P0084,Player_84,PBKS,Wicket Keeper,24
P0085,Player_85,DC,Batsman,23
P0086,Player_86,DC,Batsman,30
P0087,Player_87,SRH,Wicket Keeper,27
P0088,Player_88,DC,Wicket Keeper,22
P0089,Player_89,KKR,All-Rounder,24
P0090,Player_90,RCB,Batsman,28
P0091,Player_91,RCB,Batsman,36
P0092,Player_92,PBKS,Bowler,19
P0093,Player_93,GT,Batsman,23
P0094,Player_94,MI,Batsman,39
P0095,Player_95,KKR,Wicket Keeper,21
P0096,Player_96,LSG,Bowler,36
P0097,Player_97,LSG,Batsman,37
P0098,Player_98,MI,Wicket Keeper,39
P0099,Player_99,LSG,All-Rounder,26
P0100,Player_100,KKR,All-Rounder,25
P0101,Player_101,SRH,Wicket Keeper,-5
P0102,Player_102,SRH,Wicket Keeper,-5
P0103,Player_103,MI,Batsman,-5
P0104,Player_104,LSG,Batsman,-5
P0105,Player_105,GT,Bowler,-5
P0106,Player_106,SRH,Bowler,-5
P0107,Player_107,MI,Bowler,-5
P0108,Player_108,SRH,Bowler,-5
P0109,Player_109,GT,All-Rounder,-5
P0110,Player_110,GT,Batsman,-5
P0111,Player_111,GT,All-Rounder,-5
P0112,Player_112,MI,Bowler,-5
P0113,Player_113,MI,Batsman,-5
P0114,Player_114,CSK,All-Rounder,-5
P0115,Player_115,LSG,Bowler,-5
P0116,Player_116,RR,Bowler,-5
P0117,Player_117,SRH,Wicket Keeper,-5
P0118,Player_118,RCB,Batsman,-5
P0119,Player_119,DC,All-Rounder,-5
P0120,Player_120,RCB,All-Rounder,-5
P0121,Player_121,SRH,Bowler,-5
P0122,Player_122,GT,Wicket Keeper,35
P0123,Player_123,RCB,Batsman,20
P0124,Player_124,CSK,Batsman,29
P0125,Player_125,LSG,Bowler,31
P0126,Player_126,CSK,Batsman,27
P0127,Player_127,RR,Batsman,29
P0128,Player_128,KKR,Bowler,39
P0129,Player_129,MI,All-Rounder,35
P0130,Player_130,DC,Bowler,25
P0131,Player_131,CSK,Bowler,31
P0132,Player_132,RCB,Bowler,28
P0133,Player_133,DC,Bowler,26
P0134,Player_134,CSK,Batsman,30
P0135,Player_135,RCB,Wicket Keeper,25
P0136,Player_136,KKR,Wicket Keeper,29
P0137,Player_137,SRH,Bowler,25
P0138,Player_138,RCB,Bowler,30
P0139,Player_139,RR,All-Rounder,20
P0140,Player_140,SRH,All-Rounder,38
P0141,Player_141,GT,Wicket Keeper,39
P0142,Player_142,GT,All-Rounder,18
P0143,Player_143,MI,All-Rounder,23
P0144,Player_144,LSG,All-Rounder,19
P0145,Player_145,MI,Wicket Keeper,29
P0146,Player_146,RR,Wicket Keeper,37
P0147,Player_147,GT,Batsman,30
P0148,Player_148,LSG,Bowler,26
P0149,Player_149,RCB,Wicket Keeper,18
P0150,Player_150,GT,Bowler,29
P0151,Player_151,DC,Batsman,150
P0152,Player_152,RR,All-Rounder,150
P0153,Player_153,MI,All-Rounder,150
P0154,Player_154,SRH,Wicket Keeper,150
P0155,Player_155,DC,All-Rounder,150
P0156,Player_156,CSK,Bowler,150
P0157,Player_157,DC,Bowler,150
P0158,Player_158,LSG,All-Rounder,150
P0159,Player_159,GT,Batsman,150
P0160,Player_160,SRH,Bowler,150
P0161,Player_161,LSG,All-Rounder,150
P0162,Player_162,PBKS,Wicket Keeper,150
P0163,Player_163,KKR,Wicket Keeper,150
P0164,Player_164,MI,All-Rounder,150
P0165,Player_165,LSG,All-Rounder,150
P0166,Player_166,KKR,All-Rounder,150
P0167,Player_167,KKR,Bowler,150
P0168,Player_168,RCB,Bowler,150
P0169,Player_169,LSG,Batsman,150
P0170,Player_170,DC,Bowler,150
P0171,Player_171,DC,Wicket Keeper,150
P0172,Player_172,KKR,Bowler,38
P0173,Player_173,RCB,Batsman,31
P0174,Player_174,KKR,Bowler,40
P0175,Player_175,GT,Wicket Keeper,19
P0176,Player_176,GT,Bowler,21
P0177,Player_177,PBKS,Bowler,32
P0178,Player_178,GT,All-Rounder,32
P0179,Player_179,LSG,Wicket Keeper,35
P0180,Player_180,PBKS,Bowler,33
P0181,Player_181,PBKS,All-Rounder,25
P0182,Player_182,SRH,Wicket Keeper,38
P0183,Player_183,KKR,All-Rounder,32
P0184,Player_184,MI,All-Rounder,25
P0185,Player_185,SRH,All-Rounder,28
P0186,Player_186,GT,Batsman,22
P0187,Player_187,CSK,Bowler,30
P0188,Player_188,CSK,Bowler,20
P0189,Player_189,DC,Wicket Keeper,28
P0190,Player_190,GT,Wicket Keeper,31
P0191,Player_191,RCB,Bowler,31
P0192,Player_192,DC,Batsman,36
P0193,Player_193,DC,Wicket Keeper,18
P0194,Player_194,RR,All-Rounder,30
P0195,Player_195,DC,Bowler,33
P0196,Player_196,KKR,All-Rounder,31
P0197,Player_197,PBKS,Batsman,30
P0198,Player_198,RR,Wicket Keeper,23
P0199,Player_199,PBKS,Bowler,37
P0200,Player_200,GT,Batsman,30
P0201,Player_201,royal challengers,Batsman,20
P0202,Player_202,royal challengers,Bowler,32
P0203,Player_203,royal challengers,Batsman,26
P0204,Player_204,royal challengers,All-Rounder,24
P0205,Player_205,royal challengers,All-Rounder,28
P0206,Player_206,royal challengers,All-Rounder,31
P0207,Player_207,royal challengers,Batsman,33
P0208,Player_208,royal challengers,Batsman,29
P0209,Player_209,royal challengers,Batsman,38
P0210,Player_210,royal challengers,Batsman,25
P0211,Player_211,royal challengers,Batsman,37
P0212,Player_212,royal challengers,Bowler,22
P0213,Player_213,royal challengers,Batsman,36
P0214,Player_214,royal challengers,Wicket Keeper,40
P0215,Player_215,royal challengers,All-Rounder,23
P0216,Player_216,royal challengers,Batsman,23
P0217,Player_217,royal challengers,Batsman,36
P0218,Player_218,royal challengers,All-Rounder,36
P0219,Player_219,royal challengers,Wicket Keeper,40
P0220,Player_220,royal challengers,Batsman,36
P0221,Player_221,royal challengers,Batsman,40
P0222,Player_222,royal challengers,Batsman,36
P0223,Player_223,royal challengers,All-Rounder,35
P0224,Player_224,royal challengers,All-Rounder,20
P0225,Player_225,royal challengers,All-Rounder,18
P0226,Player_226,royal challengers,Wicket Keeper,21
P0227,Player_227,royal challengers,All-Rounder,38
P0228,Player_228,royal challengers,Bowler,31
P0229,Player_229,royal challengers,All-Rounder,37
P0230,Player_230,royal challengers,Wicket Keeper,32
P0231,Player_231,royal challengers,All-Rounder,28
P0232,Player_232,rcb,Batsman,26
P0233,Player_233,rcb,Bowler,32
P0234,Player_234,rcb,Wicket Keeper,28
P0235,Player_235,rcb,Wicket Keeper,28
P0236,Player_236,rcb,Wicket Keeper,24
P0237,Player_237,rcb,All-Rounder,28
P0238,Player_238,rcb,All-Rounder,35
P0239,Player_239,rcb,Bowler,20
P0240,Player_240,rcb,Wicket Keeper,33
P0241,Player_241,rcb,Bowler,40
P0242,Player_242,rcb,Wicket Keeper,32
P0243,Player_243,rcb,Batsman,27
P0244,Player_244,rcb,Wicket Keeper,40
P0245,Player_245,rcb,All-Rounder,39
P0246,Player_246,rcb,All-Rounder,33
P0247,Player_247,rcb,All-Rounder,31
P0248,Player_248,rcb,All-Rounder,29
P0249,Player_249,rcb,All-Rounder,27
P0250,Player_250,rcb,Bowler,21
P0251,Player_251,rcb,All-Rounder,21
P0252,Player_252,rcb,Bowler,24
P0253,Player_253,rcb,Wicket Keeper,26
P0254,Player_254,rcb,All-Rounder,21
P0255,Player_255,rcb,All-Rounder,25
P0256,Player_256,rcb,Bowler,27
P0257,Player_257,rcb,Bowler,26
P0258,Player_258,rcb,Batsman,35
P0259,Player_259,rcb,Bowler,38
P0260,Player_260,rcb,Batsman,18
P0261,Player_261,rcb,All-Rounder,33
P0262,Player_262, RCB ,Wicket Keeper,28
P0263,Player_263, RCB ,Batsman,26
P0264,Player_264, RCB ,Batsman,20
P0265,Player_265, RCB ,Wicket Keeper,20
P0266,Player_266, RCB ,Batsman,22
P0267,Player_267, RCB ,All-Rounder,20
P0268,Player_268, RCB ,Batsman,35
P0269,Player_269, RCB ,Bowler,34
P0270,Player_270, RCB ,Wicket Keeper,32
P0271,Player_271, RCB ,Wicket Keeper,27
P0272,Player_272, RCB ,Batsman,37
P0273,Player_273, RCB ,Bowler,38
P0274,Player_274, RCB ,All-Rounder,39
P0275,Player_275, RCB ,Bowler,25
P0276,Player_276, RCB ,Batsman,23
P0277,Player_277, RCB ,Wicket Keeper,32
P0278,Player_278, RCB ,Wicket Keeper,27
P0279,Player_279, RCB ,Bowler,27
P0280,Player_280, RCB ,Wicket Keeper,20
P0281,Player_281, RCB ,All-Rounder,38
P0282,Player_282, RCB ,Bowler,31
P0283,Player_283, RCB ,Bowler,38
P0284,Player_284, RCB ,All-Rounder,22
P0285,Player_285, RCB ,Batsman,23
P0286,Player_286, RCB ,All-Rounder,32
P0287,Player_287, RCB ,Wicket Keeper,40
P0288,Player_288, RCB ,Wicket Keeper,26
P0289,Player_289, RCB ,Wicket Keeper,32
P0290,Player_290, RCB ,Batsman,31
P0291,Player_291, RCB ,All-Rounder,18
P0292,Player_292,MI,Bowler,39
P0293,Player_293,LSG,Batsman,39
P0294,Player_294,SRH,Batsman,23
P0295,Player_295,PBKS,Wicket Keeper,26
P0296,Player_296,CSK,Wicket Keeper,38
P0297,Player_297,PBKS,Batsman,33
P0298,Player_298,RR,Wicket Keeper,28
P0299,Player_299,RR,Batsman,23
P0300,Player_300,RR,Wicket Keeper,40
P0301,Player_301,PBKS,All-Rounder,39
P0302,Player_302,DC,Batsman,32
P0303,Player_303,MI,All-Rounder,26
P0304,Player_304,RR,Batsman,30
P0305,Player_305,GT,Batsman,39
P0306,Player_306,GT,Wicket Keeper,31
P0307,Player_307,RCB,Bowler,34
P0308,Player_308,RR,Wicket Keeper,38
P0309,Player_309,PBKS,Batsman,24
P0310,Player_310,SRH,Bowler,27
P0311,Player_311,PBKS,Wicket Keeper,21
P0312,Player_312,RCB,Bowler,40
P0313,Player_313,CSK,All-Rounder,35
P0314,Player_314,RCB,Wicket Keeper,20
P0315,Player_315,KKR,Batsman,32
P0316,Player_316,MI,Bowler,33
P0317,Player_317,SRH,All-Rounder,31
P0318,Player_318,PBKS,Wicket Keeper,25
P0319,Player_319,PBKS,Bowler,30
P0320,Player_320,KKR,Bowler,20
P0321,Player_321,SRH,Wicket Keeper,28
P0322,Player_322,GT,All-Rounder,18
P0323,Player_323,SRH,All-Rounder,36
P0324,Player_324,LSG,Wicket Keeper,22
P0325,Player_325,PBKS,Wicket Keeper,29
P0326,Player_326,RR,Wicket Keeper,32
P0327,Player_327,RR,Bowler,40
P0328,Player_328,KKR,Wicket Keeper,25
P0329,Player_329,DC,Batsman,28
P0330,Player_330,PBKS,Wicket Keeper,30
P0331,Player_331,CSK,Wicket Keeper,19
P0332,Player_332,CSK,All-Rounder,21
P0333,Player_333,PBKS,Batsman,34
P0334,Player_334,PBKS,Batsman,22
P0335,Player_335,DC,Bowler,20
P0336,Player_336,PBKS,All-Rounder,28
P0337,Player_337,LSG,Wicket Keeper,38
P0338,Player_338,MI,All-Rounder,39
P0339,Player_339,GT,Wicket Keeper,28
P0340,Player_340,PBKS,Batsman,37
P0341,Player_341,MI,Bowler,38
P0342,Player_342,SRH,Bowler,20
P0343,Player_343,DC,Batsman,38
P0344,Player_344,MI,Wicket Keeper,23
P0345,Player_345,SRH,Batsman,19
P0346,Player_346,RR,Batsman,27
P0347,Player_347,RR,All-Rounder,31
P0348,Player_348,CSK,Bowler,34
P0349,Player_349,DC,Bowler,23
P0350,Player_350,CSK,Batsman,37
P0351,Player_351,DC,Bowler,33
P0352,Player_352,LSG,Bowler,25
P0353,Player_353,PBKS,All-Rounder,32
P0354,Player_354,SRH,Batsman,32
P0355,Player_355,SRH,Bowler,20
P0356,Player_356,PBKS,All-Rounder,36
P0357,Player_357,SRH,Wicket Keeper,40
P0358,Player_358,SRH,Wicket Keeper,27
P0359,Player_359,KKR,Wicket Keeper,33
P0360,Player_360,MI,Bowler,30
P0361,Player_361,LSG,All-Rounder,36
P0362,Player_362,SRH,All-Rounder,18
P0363,Player_363,DC,All-Rounder,18
P0364,Player_364,LSG,Batsman,37
P0365,Player_365,PBKS,All-Rounder,25
P0366,Player_366,LSG,All-Rounder,25
P0367,Player_367,KKR,All-Rounder,39
P0368,Player_368,CSK,Batsman,38
P0369,Player_369,RCB,All-Rounder,32
P0370,Player_370,RCB,All-Rounder,22
P0371,Player_371,MI,All-Rounder,28
P0372,Player_372,DC,Bowler,24
P0373,Player_373,CSK,All-Rounder,34
P0374,Player_374,GT,All-Rounder,23
P0375,Player_375,SRH,Wicket Keeper,27
P0376,Player_376,RR,Batsman,32
P0377,Player_377,MI,Bowler,25
P0378,Player_378,DC,All-Rounder,20
P0379,Player_379,DC,Batsman,26
P0380,Player_380,GT,Batsman,32
P0381,Player_381,RR,All-Rounder,36
P0382,Player_382,DC,All-Rounder,21
P0383,Player_383,KKR,Wicket Keeper,18
P0384,Player_384,LSG,All-Rounder,37
P0385,Player_385,KKR,Batsman,38
P0386,Player_386,PBKS,All-Rounder,38
P0387,Player_387,DC,Batsman,22
P0388,Player_388,RCB,Batsman,27
P0389,Player_389,PBKS,Batsman,21
P0390,Player_390,KKR,Bowler,30
P0391,Player_391,PBKS,All-Rounder,39
P0392,Player_392,GT,Wicket Keeper,36
P0393,Player_393,CSK,Wicket Keeper,38
P0394,Player_394,MI,Wicket Keeper,37
P0395,Player_395,DC,All-Rounder,19
P0396,Player_396,RR,Bowler,32
P0397,Player_397,PBKS,Bowler,29
P0398,Player_398,MI,All-Rounder,35
P0399,Player_399,RR,Batsman,30
P0400,Player_400,SRH,Bowler,21
P0401,Player_401,PBKS,Batsman,39
P0402,Player_402,KKR,Batsman,19
P0403,Player_403,RR,Bowler,22
P0404,Player_404,LSG,Bowler,20
P0405,Player_405,GT,Bowler,36
P0406,Player_406,KKR,Bowler,28
P0407,Player_407,CSK,Batsman,26
P0408,Player_408,CSK,Bowler,35
P0409,Player_409,SRH,Bowler,21
P0410,Player_410,RCB,Bowler,18
P0411,Player_411,RR,Bowler,36
P0412,Player_412,RR,Batsman,23
P0413,Player_413,SRH,Batsman,22
P0414,Player_414,DC,Batsman,20
P0415,Player_415,PBKS,Wicket Keeper,29
P0416,Player_416,GT,Batsman,32
P0417,Player_417,GT,Bowler,37
P0418,Player_418,RCB,All-Rounder,32
P0419,Player_419,RCB,Batsman,33
P0420,Player_420,DC,Wicket Keeper,39
P0421,Player_421,MI,Wicket Keeper,40
P0422,Player_422,PBKS,Batsman,20
P0423,Player_423,RR,Bowler,20
P0424,Player_424,CSK,All-Rounder,37
P0425,Player_425,LSG,All-Rounder,30
P0426,Player_426,LSG,All-Rounder,32
P0427,Player_427,GT,Wicket Keeper,21
P0428,Player_428,MI,Bowler,31
P0429,Player_429,PBKS,Bowler,31
P0430,Player_430,RR,Wicket Keeper,30
P0431,Player_431,DC,Batsman,28
P0432,Player_432,DC,All-Rounder,39
P0433,Player_433,SRH,All-Rounder,22
P0434,Player_434,PBKS,Batsman,20
P0435,Player_435,MI,Batsman,31
P0436,Player_436,MI,All-Rounder,22
P0437,Player_437,GT,Batsman,36
P0438,Player_438,GT,All-Rounder,39
P0439,Player_439,MI,Wicket Keeper,29
P0440,Player_440,DC,Batsman,27
P0441,Player_441,LSG,All-Rounder,29
P0442,Player_442,MI,Bowler,22
P0443,Player_443,PBKS,Bowler,21
P0444,Player_444,RR,All-Rounder,21
P0445,Player_445,SRH,Bowler,31
P0446,Player_446,GT,Batsman,37
P0447,Player_447,SRH,Batsman,23
P0448,Player_448,SRH,All-Rounder,28
P0449,Player_449,RR,Batsman,23
P0450,Player_450,CSK,Wicket Keeper,20
P0451,Player_451,CSK,Batsman,20
P0452,Player_452,GT,Bowler,30
P0453,Player_453,DC,Wicket Keeper,28
P0454,Player_454,CSK,All-Rounder,27
P0455,Player_455,RR,Batsman,19
P0456,Player_456,CSK,Bowler,37
P0457,Player_457,RCB,Batsman,26
P0458,Player_458,PBKS,Wicket Keeper,33
P0459,Player_459,LSG,Wicket Keeper,31
P0460,Player_460,SRH,Bowler,34
P0461,Player_461,MI,All-Rounder,31
P0462,Player_462,MI,All-Rounder,39
P0463,Player_463,LSG,Wicket Keeper,34
P0464,Player_464,SRH,Batsman,25
P0465,Player_465,DC,Batsman,18
P0466,Player_466,KKR,All-Rounder,24
P0467,Player_467,CSK,All-Rounder,27
P0468,Player_468,RR,Batsman,18
P0469,Player_469,PBKS,Wicket Keeper,23
P0470,Player_470,CSK,Wicket Keeper,35
P0471,Player_471,KKR,All-Rounder,20
P0472,Player_472,DC,Batsman,31
P0473,Player_473,RCB,Wicket Keeper,20
P0474,Player_474,RR,Wicket Keeper,36
P0475,Player_475,DC,Wicket Keeper,27
P0476,Player_476,MI,Wicket Keeper,18
P0477,Player_477,RR,Bowler,37
P0478,Player_478,PBKS,All-Rounder,20
P0479,Player_479,DC,Batsman,25
P0480,Player_480,DC,Wicket Keeper,34
P0481,Player_481,MI,Wicket Keeper,27
P0482,Player_482,RR,Bowler,28
P0483,Player_483,CSK,Batsman,34
P0484,Player_484,MI,Bowler,29
P0485,Player_485,RR,Bowler,25
P0486,Player_486,MI,Bowler,26
P0487,Player_487,KKR,Bowler,37
P0488,Player_488,CSK,Batsman,23
P0489,Player_489,PBKS,Wicket Keeper,36
P0490,Player_490,LSG,Wicket Keeper,39
P0491,Player_491,LSG,All-Rounder,38
P0492,Player_492,RR,Bowler,32
P0493,Player_493,MI,Wicket Keeper,32
P0494,Player_494,SRH,All-Rounder,36
P0495,Player_495,RCB,All-Rounder,34
P0496,Player_496,MI,All-Rounder,32
P0497,Player_497,PBKS,Batsman,19
P0498,Player_498,RR,All-Rounder,20
P0499,Player_499,MI,Wicket Keeper,32
P0500,Player_500,LSG,Batsman,32
P0501,Player_501,LSG,Bowler,28
P0502,Player_502,LSG,Wicket Keeper,34
P0503,Player_503,CSK,Batsman,32
P0504,Player_504,MI,All-Rounder,40
P0505,Player_505,MI,Bowler,19
P0506,Player_506,KKR,Wicket Keeper,32
P0507,Player_507,GT,Bowler,29
P0508,Player_508,RR,All-Rounder,30
P0509,Player_509,DC,All-Rounder,39
P0510,Player_510,LSG,Batsman,38
P0511,Player_511,RR,Batsman,28
P0512,Player_512,MI,Wicket Keeper,27
P0513,Player_513,SRH,Bowler,28
P0514,Player_514,MI,Bowler,29
P0515,Player_515,SRH,Wicket Keeper,22
P0516,Player_516,LSG,Batsman,27
P0517,Player_517,GT,Wicket Keeper,38
P0518,Player_518,RR,Bowler,39
P0519,Player_519,GT,Batsman,38
P0520,Player_520,DC,All-Rounder,18
P0521,Player_521,RR,All-Rounder,23
P0522,Player_522,KKR,All-Rounder,33
P0523,Player_523,KKR,Bowler,22
P0524,Player_524,CSK,Batsman,27
P0525,Player_525,MI,Batsman,39
P0526,Player_526,RR,Bowler,37
P0527,Player_527,DC,Bowler,23
P0528,Player_528,CSK,Bowler,32
P0529,Player_529,RCB,Wicket Keeper,29
P0530,Player_530,KKR,Wicket Keeper,37
P0531,Player_531,SRH,Wicket Keeper,25
P0532,Player_532,GT,Bowler,27
P0533,Player_533,PBKS,Bowler,29
P0534,Player_534,LSG,Wicket Keeper,32
P0535,Player_535,SRH,Wicket Keeper,34
P0536,Player_536,GT,Wicket Keeper,23
P0537,Player_537,KKR,Bowler,26
P0538,Player_538,RCB,Wicket Keeper,29
P0539,Player_539,GT,Batsman,40
P0540,Player_540,GT,Batsman,27
P0541,Player_541,MI,Bowler,26
P0542,Player_542,PBKS,Bowler,31
P0543,Player_543,MI,Bowler,32
P0544,Player_544,RR,Batsman,31
P0545,Player_545,RCB,Wicket Keeper,34
P0546,Player_546,RR,Bowler,30
P0547,Player_547,MI,All-Rounder,25
P0548,Player_548,RCB,All-Rounder,21
P0549,Player_549,RR,Bowler,22
P0550,Player_550,RCB,All-Rounder,33
P0551,Player_551,CSK,Wicket Keeper,32
P0552,Player_552,LSG,Batsman,20
P0553,Player_553,RCB,All-Rounder,24
P0554,Player_554,CSK,Wicket Keeper,21
P0555,Player_555,SRH,Bowler,27
P0556,Player_556,MI,Batsman,25
P0557,Player_557,DC,Wicket Keeper,20
P0558,Player_558,MI,Wicket Keeper,37
P0559,Player_559,GT,Batsman,38
P0560,Player_560,GT,Bowler,40
P0561,Player_561,CSK,All-Rounder,31
P0562,Player_562,RCB,All-Rounder,25
P0563,Player_563,LSG,Wicket Keeper,23
P0564,Player_564,MI,All-Rounder,20
P0565,Player_565,GT,Batsman,30
P0566,Player_566,PBKS,Batsman,38
P0567,Player_567,DC,All-Rounder,26
P0568,Player_568,RCB,All-Rounder,20
P0569,Player_569,RR,Bowler,39
P0570,Player_570,MI,All-Rounder,22
P0571,Player_571,RCB,All-Rounder,35
P0572,Player_572,RR,Bowler,39
P0573,Player_573,PBKS,Wicket Keeper,38
P0574,Player_574,CSK,Bowler,20
P0575,Player_575,PBKS,Batsman,27
P0576,Player_576,KKR,Batsman,24
P0577,Player_577,RCB,All-Rounder,27
P0578,Player_578,GT,Wicket Keeper,35
P0579,Player_579,PBKS,All-Rounder,19
P0580,Player_580,KKR,All-Rounder,29
P0581,Player_581,RCB,All-Rounder,26
P0582,Player_582,MI,All-Rounder,31
P0583,Player_583,DC,Wicket Keeper,30
P0584,Player_584,RR,Bowler,33
P0585,Player_585,PBKS,All-Rounder,34
P0586,Player_586,SRH,Batsman,31
P0587,Player_587,MI,Wicket Keeper,37
P0588,Player_588,CSK,All-Rounder,28
P0589,Player_589,MI,Batsman,28
P0590,Player_590,SRH,All-Rounder,32
P0591,Player_591,LSG,Wicket Keeper,23
P0592,Player_592,PBKS,All-Rounder,32
P0593,Player_593,RCB,All-Rounder,37
P0594,Player_594,DC,All-Rounder,38
P0595,Player_595,RCB,Batsman,39
P0596,Player_596,DC,All-Rounder,34
P0597,Player_597,CSK,Batsman,22
P0598,Player_598,LSG,Wicket Keeper,19
P0599,Player_599,CSK,Batsman,25
P0600,Player_600,RR,All-Rounder,30
P0601,Player_601,LSG,Batsman,37
P0602,Player_602,CSK,Wicket Keeper,29
P0603,Player_603,RR,Wicket Keeper,20
P0604,Player_604,LSG,Bowler,34
P0605,Player_605,RR,Wicket Keeper,28
P0606,Player_606,SRH,Bowler,21
P0607,Player_607,RCB,Bowler,33
P0608,Player_608,GT,Wicket Keeper,35
P0609,Player_609,MI,All-Rounder,26
P0610,Player_610,PBKS,Bowler,37
P0611,Player_611,SRH,Wicket Keeper,24
P0612,Player_612,MI,Bowler,20
P0613,Player_613,PBKS,Bowler,40
P0614,Player_614,PBKS,Batsman,39
P0615,Player_615,RR,All-Rounder,40
P0616,Player_616,MI,All-Rounder,27
P0617,Player_617,CSK,Bowler,29
P0618,Player_618,GT,Bowler,21
P0619,Player_619,KKR,Bowler,25
P0620,Player_620,PBKS,Batsman,29
P0621,Player_621,GT,All-Rounder,32
P0622,Player_622,GT,Bowler,37
P0623,Player_623,MI,Batsman,27
P0624,Player_624,DC,Wicket Keeper,34
P0625,Player_625,DC,Wicket Keeper,36
P0626,Player_626,MI,Bowler,28
P0627,Player_627,MI,Wicket Keeper,32
P0628,Player_628,GT,All-Rounder,22
P0629,Player_629,GT,Bowler,22
P0630,Player_630,DC,Batsman,21
P0631,Player_631,GT,Bowler,27
P0632,Player_632,CSK,Bowler,28
P0633,Player_633,KKR,All-Rounder,34
P0634,Player_634,SRH,Batsman,26
P0635,Player_635,KKR,All-Rounder,22
P0636,Player_636,SRH,Batsman,34
P0637,Player_637,CSK,Bowler,23
P0638,Player_638,LSG,All-Rounder,36
P0639,Player_639,RCB,Batsman,20
P0640,Player_640,RCB,All-Rounder,38
P0641,Player_641,KKR,Wicket Keeper,37
P0642,Player_642,RCB,Wicket Keeper,38
P0643,Player_643,GT,All-Rounder,38
P0644,Player_644,SRH,Wicket Keeper,25
P0645,Player_645,DC,All-Rounder,32
P0646,Player_646,MI,Batsman,23
P0647,Player_647,PBKS,Wicket Keeper,33
P0648,Player_648,PBKS,Bowler,28
P0649,Player_649,LSG,Bowler,28
P0650,Player_650,RR,All-Rounder,30
P0651,Player_651,CSK,All-Rounder,34
P0652,Player_652,GT,Batsman,28
P0653,Player_653,KKR,Wicket Keeper,21
P0654,Player_654,SRH,Wicket Keeper,25
P0655,Player_655,CSK,Batsman,19
P0656,Player_656,SRH,Wicket Keeper,37
P0657,Player_657,DC,Bowler,23
P0658,Player_658,RR,All-Rounder,24
P0659,Player_659,CSK,Wicket Keeper,34
P0660,Player_660,PBKS,Wicket Keeper,27
